Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,1,1,King County Department of Transportation(KCDOT),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,TB,DO,Operating,107,108,116,118,127,127,139,140,135,131,123,141,167,157,159,120,120,124,129,116,122,122,131,129,129,138,140
2017,1,1,King County Department of Transportation(KCDOT),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,VP,DO,Operating,488,409,509,520,513,526,611,671,726,721,711,817,894,746,746,"1,045",826,"1,114","1,137","1,154","1,085","1,291","1,342","1,390","1,476","1,469","1,617"
2017,2,2,Spokane Transit Authority(STA),Active,Full Reporter,Spokane,WA,2010,"Spokane, WA",96,164,"387,847",Existing 2017,DR,DO,Operating,42,42,49,54,53,54,54,54,54,54,59,61,61,61,62,62,62,62,64,60,60,59,57,57,55,52,53
2017,2,2,Spokane Transit Authority(STA),Active,Full Reporter,Spokane,WA,2010,"Spokane, WA",96,164,"387,847",Existing 2017,DR,PT,Operating,16,17,19,21,23,23,25,27,27,27,27,27,27,31,34,35,35,43,40,42,41,43,48,45,48,47,47
2017,2,2,Spokane Transit Authority(STA),Active,Full Reporter,Spokane,WA,2010,"Spokane, WA",96,164,"387,847",Existing 2017,MB,DO,Operating,112,113,115,119,119,120,120,120,103,115,105,108,108,104,111,117,119,124,124,124,120,114,114,112,110,111,112
2017,2,2,Spokane Transit Authority(STA),Active,Full Reporter,Spokane,WA,2010,"Spokane, WA",96,164,"387,847",Existing 2017,VP,DO,Operating,12,18,25,29,25,25,29,29,26,27,30,33,33,37,46,68,69,77,79,79,92,101,98,99,98,97,88
2017,3,3,Pierce County Transportation Benefit Area Authority(Pierce Transit),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,CB,PT,Separate,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0
2017,3,3,Pierce County Transportation Benefit Area Authority(Pierce Transit),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,DR,DO,Operating,24,27,28,28,28,30,28,29,29,29,29,30,31,31,32,32,36,33,36,35,35,31,31,30,30,31,30
2017,3,3,Pierce County Transportation Benefit Area Authority(Pierce Transit),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,DR,PT,Operating,42,40,78,90,83,87,78,72,94,89,64,69,68,65,56,62,85,91,99,90,87,68,61,57,58,60,61
2017,3,3,Pierce County Transportation Benefit Area Authority(Pierce Transit),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MB,DO,Operating,124,123,125,152,146,147,151,161,176,168,172,182,199,201,135,142,158,162,162,153,151,104,106,120,116,118,120
2017,3,3,Pierce County Transportation Benefit Area Authority(Pierce Transit),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MB,PT,Discontinued,22,22,22,19,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,3,3,Pierce County Transportation Benefit Area Authority(Pierce Transit),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,VP,DO,Operating,35,45,61,73,78,96,127,140,154,197,215,211,224,246,261,264,270,291,293,293,293,306,314,311,303,324,322
2017,4,0T04,Confederated Tribes of the Colville Indian Reservation,Active,Reduced Reporter,Nespelem,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,FB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2017,4,0T04,Confederated Tribes of the Colville Indian Reservation,Active,Reduced Reporter,Nespelem,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,3
2017,4,0T04,Confederated Tribes of the Colville Indian Reservation,Active,Reduced Reporter,Nespelem,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,5,Everett Transit(ET),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,DR,DO,Operating,6,6,6,6,6,6,6,6,8,8,12,12,13,14,14,15,17,17,18,22,19,20,20,20,22,24,24
2017,5,5,Everett Transit(ET),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MB,DO,Operating,29,35,35,33,33,33,33,34,34,34,34,34,34,34,34,36,36,36,42,42,42,42,32,32,34,34,33
2017,6,6,Yakima Transit(YT),Active,Full Reporter,Yakima,WA,2010,"Yakima, WA",248,60,"129,534",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2
2017,6,6,Yakima Transit(YT),Active,Full Reporter,Yakima,WA,2010,"Yakima, WA",248,60,"129,534",Existing 2017,DR,PT,Operating,12,17,15,15,15,12,14,14,13,14,13,15,17,18,18,22,27,33,35,23,26,30,29,29,28,26,26
2017,6,6,Yakima Transit(YT),Active,Full Reporter,Yakima,WA,2010,"Yakima, WA",248,60,"129,534",Existing 2017,MB,DO,Operating,19,20,20,19,16,14,14,15,14,14,14,14,14,14,15,16,26,23,20,18,20,19,20,19,19,19,18
2017,6,6,Yakima Transit(YT),Active,Full Reporter,Yakima,WA,2010,"Yakima, WA",248,60,"129,534",Existing 2017,VP,DO,Operating,,,,,,,,,,,,7,9,12,12,15,19,26,20,27,30,25,23,20,20,16,15
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,"247,421",Existing 2017,DR,PT,Operating,11,12,12,13,15,16,17,18,18,19,22,22,22,22,23,27,30,36,38,41,51,55,49,49,49,54,50
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,"247,421",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,137,154,157,128,183,179,189,124
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,"247,421",Existing 2017,MB,DO,Operating,63,63,65,73,79,79,85,88,93,93,94,98,85,85,85,85,91,96,100,105,84,78,76,77,71,73,75
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,"247,421",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,"247,421",Existing 2017,RB,DO,Operating,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,10
2017,7,7,Lane Transit District(LTD),Active,Full Reporter,Eugene,OR,2010,"Eugene, OR",151,87,"247,421",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,3,3,3,8,9,9,9,8,13,17,17,17,17
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,CR,PT,Discontinued,,,,,,,,,,,,,,,,,,,4,4,0,0,,0,,,
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,DR,DO,Discontinued,,,,,3,4,4,4,4,,,,,,,,,,,,0,0,,0,,,
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,DR,PT,Operating,73,69,88,98,102,107,119,126,138,145,166,173,181,180,233,244,268,272,273,217,221,217,223,220,219,226,226
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,44,45,50,52,50,57,70,68
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,LR,DO,Operating,23,22,23,23,23,23,25,30,56,56,58,58,69,69,87,81,81,85,85,110,103,104,104,104,104,116,116
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,MB,DO,Operating,432,438,462,490,513,513,515,542,546,570,568,568,562,546,536,526,532,532,540,540,520,496,505,516,534,534,550
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,MB,PT,Discontinued,4,4,6,9,9,,,,,,,,,,,,,,,,0,0,,0,,,
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,SR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,7,0,,0,,,
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,SR,PT,Separate,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2017,8,8,Tri-County Metropolitan Transportation District of Oregon(TriMet),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,YR,PT,Operating,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4
2017,9,0T09,Kalispel Tribe of Indians(KTI),Active,Reduced Reporter,Usk,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5
2017,9,0T09,Kalispel Tribe of Indians(KTI),Active,Reduced Reporter,Usk,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,5
2017,10,0T10,Klamath Tribes(KT),Active,Reduced Reporter,Chiloquin,OR,2010,Oregon Non-UZA,0,0,0,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2
2017,10,0T10,Klamath Tribes(KT),Active,Reduced Reporter,Chiloquin,OR,2010,Oregon Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4
2017,10,0T10,Klamath Tribes(KT),Active,Reduced Reporter,Chiloquin,OR,2010,Oregon Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11,11,Valley Regional Transit(VRT),Active,Full Reporter,Meridian,ID,2010,"Boise City, ID",108,134,"349,684",Existing 2017,DR,DO,Operating,3,3,3,4,4,5,4,4,4,5,6,7,7,7,7,8,9,9,8,10,15,15,15,17,19,20,23
2017,11,11,Valley Regional Transit(VRT),Active,Full Reporter,Meridian,ID,2010,"Boise City, ID",108,134,"349,684",Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,1,1,1,1,2,2,2,2,0,0,,0,,,
2017,11,11,Valley Regional Transit(VRT),Active,Full Reporter,Meridian,ID,2010,"Boise City, ID",108,134,"349,684",Existing 2017,MB,DO,Operating,20,21,23,26,26,30,30,30,29,30,30,30,30,30,30,26,24,24,24,27,36,36,38,40,44,40,40
2017,11,11,Valley Regional Transit(VRT),Active,Full Reporter,Meridian,ID,2010,"Boise City, ID",108,134,"349,684",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,5,5,10,10,11,11,11,11,0,0,,0,,,
2017,12,12,Municipality of Anchorage - Public Transportation Department(People Mover),Active,Full Reporter,Anchorage,AK,2010,"Anchorage, AK",149,85,"251,243",Existing 2017,DR,PT,Operating,9,9,10,11,11,17,25,29,29,29,32,32,29,29,28,29,33,37,37,42,42,42,42,42,45,44,45
2017,12,12,Municipality of Anchorage - Public Transportation Department(People Mover),Active,Full Reporter,Anchorage,AK,2010,"Anchorage, AK",149,85,"251,243",Existing 2017,MB,DO,Operating,44,44,44,40,39,39,42,42,39,39,40,40,43,46,46,46,46,46,45,45,43,43,44,44,44,43,43
2017,12,12,Municipality of Anchorage - Public Transportation Department(People Mover),Active,Full Reporter,Anchorage,AK,2010,"Anchorage, AK",149,85,"251,243",New in 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,10
2017,12,12,Municipality of Anchorage - Public Transportation Department(People Mover),Active,Full Reporter,Anchorage,AK,2010,"Anchorage, AK",149,85,"251,243",Existing 2017,VP,PT,Operating,,,,,,10,10,13,13,17,18,18,18,19,19,,,,,,0,0,0,0,,65,72
2016,13,TR27-001,Orutsararmiut Native Council,Inactive,Reduced Reporter,,AK,2010,,,,,Pre 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,14,0T14,Sitka Tribe of Alaska(STA),Active,Reduced Reporter,Sitka,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,3
2017,15,0T15,Snoqualmie Indian Tribe,Active,Reduced Reporter,Snoqualmie,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
2017,16,16,RiverCities Transit(RCT),Active,Full Reporter,Longview,WA,2010,"Longview, WA-OR",431,33,"63,952",Existing 2017,DR,PT,Operating,3,4,4,6,,,6,7,6,8,8,8,8,8,8,9,9,9,10,11,14,14,14,14,15,13,15
2017,16,16,RiverCities Transit(RCT),Active,Full Reporter,Longview,WA,2010,"Longview, WA-OR",431,33,"63,952",Existing 2017,MB,DO,Operating,5,5,5,5,,,5,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9
2017,16,16,RiverCities Transit(RCT),Active,Full Reporter,Longview,WA,2010,"Longview, WA-OR",431,33,"63,952",Existing 2017,VP,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2017,17,0T17,Stillaguamish Tribe of Indians,Active,Reduced Reporter,Arlington,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8
2017,17,0T17,Stillaguamish Tribe of Indians,Active,Reduced Reporter,Arlington,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,DR,DO,Operating,23,23,29,29,29,38,38,38,50,50,52,56,75,,68,92,98,98,96,81,85,90,65,60,61,70,80
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,DR,PT,Operating,6,6,12,14,9,15,19,24,22,23,41,41,36,,30,32,27,27,27,28,23,32,29,26,30,33,31
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,7,7,7,21,21,21,21,21
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,MB,DO,Operating,39,42,43,43,43,49,49,49,49,49,61,61,52,,53,62,67,67,67,67,66,67,58,51,52,46,46
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,MB,PT,Discontinued,3,3,7,8,8,19,,,,,,,,,,,,,,,0,0,,0,,,
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,VP,DO,Operating,42,50,62,78,94,110,110,108,115,138,153,153,163,,213,225,246,295,362,365,406,315,285,279,276,261,253
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,6,9,9,9,9,9
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,CB,PT,Separate,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,DR,DO,Operating,10,11,13,15,16,18,20,20,20,24,20,18,20,21,18,24,27,27,30,31,33,33,34,35,36,38,39
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,DR,PT,Discontinued,9,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,MB,DO,Operating,47,49,71,70,69,69,68,64,64,64,52,33,32,44,44,51,50,56,56,56,56,50,50,50,50,50,50
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,MB,PT,Discontinued,1,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,VP,DO,Operating,18,18,19,21,24,31,36,43,49,59,65,69,77,90,113,140,150,193,187,184,200,213,220,216,215,189,178
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,DR,DO,Operating,,0,,,34,34,40,40,40,35,45,72,80,83,89,86,93,93,94,97,96,95,95,86,86,85,90
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,DR,PT,Discontinued,30,35,72,72,34,5,,,,,,,,,,,,,,,0,0,,0,,,
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,58,3,3,1,1,,2,1
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",New in 2017,FB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,FB,PT,Operating,,1,4,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,MB,DO,Operating,70,76,77,76,81,83,88,88,88,78,82,82,85,88,88,84,83,83,84,81,84,84,87,86,89,90,90
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,OR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,VP,DO,Operating,35,37,45,66,113,122,101,103,93,54,45,66,75,110,120,119,118,131,106,106,108,103,90,94,88,78,78
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,DR,DO,Operating,,,,25,26,28,28,28,28,28,28,26,51,29,29,26,27,28,28,29,29,29,29,29,30,30,39
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,DR,PT,Discontinued,20,20,20,8,13,13,11,13,14,8,8,8,35,8,8,8,8,8,8,,0,0,,0,,,
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,8,2,2,2,2,2,2,3
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,MB,DO,Operating,20,21,22,23,27,29,29,29,29,28,30,33,37,33,39,46,46,47,48,43,43,44,44,44,44,44,47
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,21,23,20,22,22,33,31,25,24
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,VP,PT,Discontinued,,,,,2,,,,,,,,,,,,,,,,0,0,,0,,,
2017,22,22,City of Pocatello(PRT),Active,Reduced Reporter,Pocatello,ID,2010,"Pocatello, ID",395,31,"69,809",Existing 2017,DR,DO,Operating,3,3,3,3,3,3,3,4,4,5,6,6,6,6,6,6,17,18,18,18,17,18,17,17,17,17,17
2017,22,22,City of Pocatello(PRT),Active,Reduced Reporter,Pocatello,ID,2010,"Pocatello, ID",395,31,"69,809",Existing 2017,MB,DO,Operating,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,9,9,10,11,11,10,11,11,11,11,11,11
2017,22,22,City of Pocatello(PRT),Active,Reduced Reporter,Pocatello,ID,2010,"Pocatello, ID",395,31,"69,809",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,23,23,City of Seattle - Seattle Center Monorail Transit(SMS),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MG,PT,Operating,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8
2017,23,23,City of Seattle - Seattle Center Monorail Transit(SMS),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,OR,DO,Discontinued,8,8,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,23,23,City of Seattle - Seattle Center Monorail Transit(SMS),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,OR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,40,40,40,41,43
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,DR,DO,Operating,,,,,,,,,37,36,42,42,44,44,42,43,47,47,47,39,39,43,43,44,45,46,53
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,DR,PT,Discontinued,12,13,13,15,20,22,30,30,37,,,,,,,,,,,,0,0,,0,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,MB,DO,Operating,62,62,62,65,67,75,84,94,94,84,84,84,82,82,77,77,89,100,83,88,91,91,54,54,54,56,56
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,MB,PT,Discontinued,5,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,RB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,VP,DO,Operating,6,4,6,6,6,6,12,23,25,18,10,9,9,10,1,,,,9,9,15,26,30,36,32,33,29
