AgencyID,Company_Nm,Mode_Cd,Service_Cd,Kwh_Propulsion,Kwh_Charge_Batteries,Gl_Diesel_Num,Gl_Gas_Num,Gl_Lpg_Num,Gl_Lng_Num,Gl_Meth_Num,Gl_Eth_Num,Gl_Cng_Num,Gl_Bunker_Num,Gl_Kero_Num,Gl_Grain_Num,Other_Fuel_Num,Gl_Biodiesel_Num,Other_Energy_Desc
0019,Intercity Transit,CB,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,787",
0019,Intercity Transit,DR,DO,0,0,0,"5,146",0,0,0,0,0,0,0,0,0,"92,855",
0019,Intercity Transit,MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,"540,521",
0019,Intercity Transit,VP,DO,0,0,0,"217,607",0,0,0,0,0,0,0,0,0,0,
0020,Kitsap Transit,DR,DO,0,0,"149,772",0,0,0,0,0,0,0,0,0,0,0,
0020,Kitsap Transit,FB,PT,0,0,"41,212","7,816",0,0,0,0,0,0,0,0,0,0,
0020,Kitsap Transit,MB,DO,0,0,"437,952",0,0,0,0,0,0,0,0,0,0,0,
0020,Kitsap Transit,VP,DO,0,0,"6,769","65,500",0,0,0,0,0,0,0,0,0,0,
0021,Whatcom Transportation Authority,DR,DO,0,0,0,"127,562",0,0,0,0,0,0,0,0,0,0,
0021,Whatcom Transportation Authority,MB,DO,0,0,"392,468",0,0,0,0,0,0,0,0,0,0,0,
0021,Whatcom Transportation Authority,VP,DO,0,0,0,"30,980",0,0,0,0,0,0,0,0,0,0,
0023,City of Seattle - Seattle Center Monorail Transit,MG,PT,"625,720",0,0,0,0,0,0,0,0,0,0,0,0,0,
0024,Clark County Public Transportation Benefit Area Authority,DR,DO,0,0,"148,386","10,418",0,0,0,0,0,0,0,0,0,0,
0024,Clark County Public Transportation Benefit Area Authority,MB,DO,0,0,"934,485",0,0,0,0,0,0,0,0,0,0,0,
0024,Clark County Public Transportation Benefit Area Authority,VP,DO,0,0,0,"17,701",0,0,0,0,0,0,0,0,0,0,
0025,Salem Area Mass Transit District,DR,PT,0,0,0,"297,117",0,0,0,0,0,0,0,0,0,"39,480",
0025,Salem Area Mass Transit District,MB,DO,0,0,0,"6,265",0,0,0,0,"322,252",0,0,0,0,"231,040",
0025,Salem Area Mass Transit District,VP,PT,0,0,0,"18,916",0,0,0,0,0,0,0,0,0,0,
0028,Pierce County Ferry Operations,FB,PT,0,0,"180,108",0,0,0,0,0,0,0,0,0,0,0,
0029,Snohomish County Public Transportation Benefit Area Corporation,CB,PT,0,0,"407,216",0,0,0,0,0,0,0,0,0,0,0,
0029,Snohomish County Public Transportation Benefit Area Corporation,DR,PT,0,0,"115,889","100,626",0,0,0,0,0,0,0,0,0,0,
0029,Snohomish County Public Transportation Benefit Area Corporation,MB,DO,0,0,"1,528,799",0,0,0,0,0,0,0,0,0,0,0,
0029,Snohomish County Public Transportation Benefit Area Corporation,VP,DO,0,0,0,"284,490",0,0,0,0,0,0,0,0,0,0,
0034,Rogue Valley Transportation District,DR,PT,0,0,0,"41,377",0,0,0,0,0,0,0,0,0,0,
0034,Rogue Valley Transportation District,MB,DO,0,0,"43,081",0,0,0,0,0,"149,877",0,0,0,0,0,
0035,Washington State Ferries,FB,DO,0,0,"16,955,804",0,0,0,0,0,0,0,0,0,0,"465,042",
0040,Central Puget Sound Regional Transit Authority,CB,DO,0,0,"2,357,848",0,0,0,0,0,"187,207",0,0,0,0,0,
0040,Central Puget Sound Regional Transit Authority,CB,PT,0,0,"765,428",0,0,0,0,0,0,0,0,0,0,0,
0040,Central Puget Sound Regional Transit Authority,CR,PT,0,0,"1,058,773",0,0,0,0,0,0,0,0,0,0,0,
0040,Central Puget Sound Regional Transit Authority,LR,DO,"14,436,092",0,0,0,0,0,0,0,0,0,0,0,0,0,
0040,Central Puget Sound Regional Transit Authority,SR,DO,"407,005",0,0,0,0,0,0,0,0,0,0,0,0,0,
0041,Alaska Railroad Corporation,AR,DO,0,0,"116,875",0,0,0,0,0,0,0,0,0,0,0,
0043,Link Transit,DR,DO,0,0,"7,152","13,857",0,0,0,0,0,0,0,0,0,0,
0043,Link Transit,DR,PT,0,0,0,974,0,0,0,0,0,0,0,0,0,0,
0043,Link Transit,MB,DO,0,"17,937","240,725","24,129",0,0,0,0,0,0,0,0,0,0,
0044,Skagit Transit,CB,DO,0,0,"47,975",0,0,0,0,0,0,0,0,0,0,0,
0044,Skagit Transit,DR,DO,0,0,"32,224",0,0,0,0,0,0,0,0,0,0,0,
0044,Skagit Transit,MB,DO,0,0,"130,371",0,0,0,0,0,0,0,0,0,0,0,
0044,Skagit Transit,VP,DO,0,0,0,"57,832",0,0,0,0,0,0,0,0,0,0,
0047,City of Corvallis,DR,PT,0,0,0,819,0,0,0,0,0,0,0,0,0,0,
0047,City of Corvallis,MB,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,521",
0049,"vRide, Anchorage",VP,DO,0,0,0,"120,884",0,0,0,0,0,0,0,0,0,0,
0054,King County Ferry District,FB,DO,0,0,"154,169",0,0,0,0,0,0,0,0,0,0,0,
0056,Port of Kingston,FB,DO,0,0,"43,914",0,0,0,0,0,0,0,0,0,0,0,
0057,Central Oregon Intergovernmental Council,CB,DO,0,0,"42,238","6,254",0,0,0,0,0,0,0,0,0,0,
0057,Central Oregon Intergovernmental Council,DR,DO,0,0,0,"65,076",0,0,0,0,0,0,0,0,0,0,
0057,Central Oregon Intergovernmental Council,DR,PT,0,0,0,"26,456",0,0,0,0,0,0,0,0,0,0,
0057,Central Oregon Intergovernmental Council,MB,PT,0,0,"31,317","5,631",0,0,0,0,0,0,0,0,0,0,
0058,City of Portland,SR,DO,"1,166,960",0,0,0,0,0,0,0,0,0,0,0,0,0,
1001,Rhode Island Public Transit Authority,DR,DO,0,0,"360,152",0,0,0,0,0,0,0,0,0,0,0,
1001,Rhode Island Public Transit Authority,DR,PT,0,0,"74,304","58,099",0,0,0,0,0,0,0,0,0,0,
1001,Rhode Island Public Transit Authority,MB,DO,0,0,"2,040,862",0,0,0,0,0,0,0,0,0,0,0,
1002,Manchester Transit Authority,DR,DO,0,0,0,"15,720",0,0,0,0,0,0,0,0,0,0,
1002,Manchester Transit Authority,MB,DO,0,0,"44,426","8,930",0,0,0,0,0,0,0,0,0,"46,986",
1003,Massachusetts Bay Transportation Authority,CR,PT,0,0,"12,368,960",0,0,0,0,0,0,0,0,0,0,0,
1003,Massachusetts Bay Transportation Authority,DR,PT,0,0,0,"2,478,180",0,0,0,0,0,0,0,0,0,0,
1003,Massachusetts Bay Transportation Authority,FB,PT,0,0,"1,120,682",0,0,0,0,0,0,0,0,0,0,0,
1003,Massachusetts Bay Transportation Authority,HR,DO,"197,614,184",0,0,0,0,0,0,0,0,0,0,0,0,0,
1003,Massachusetts Bay Transportation Authority,LR,DO,"48,652,421",0,0,0,0,0,0,0,0,0,0,0,0,0,
1003,Massachusetts Bay Transportation Authority,MB,DO,0,0,"5,809,021",0,0,0,0,0,"3,886,514",0,0,0,0,0,
1003,Massachusetts Bay Transportation Authority,MB,PT,0,0,"89,560","35,013",0,0,0,0,0,0,0,0,0,0,
1003,Massachusetts Bay Transportation Authority,TB,DO,"5,514,197",0,0,0,0,0,0,0,0,0,0,0,0,0,
1004,Brockton Area Transit Authority,DR,PT,0,0,"98,211",0,0,0,0,0,0,0,0,0,0,0,
1004,Brockton Area Transit Authority,MB,PT,0,0,"295,637",0,0,0,0,0,0,0,0,0,0,0,
1005,Lowell Regional Transit Authority,DR,DO,0,0,"3,217","19,254",0,0,0,0,0,0,0,0,0,0,
1005,Lowell Regional Transit Authority,DR,PT,0,0,"5,311","32,887",0,0,0,0,0,0,0,0,0,0,
1005,Lowell Regional Transit Authority,MB,PT,0,0,"201,809","42,379",0,0,0,0,"56,503",0,0,0,0,0,
1006,Southeastern Regional Transit Authority,DR,PT,0,0,"45,934",0,0,0,0,0,0,0,0,0,0,0,
1006,Southeastern Regional Transit Authority,MB,PT,0,0,"366,239",0,0,0,0,0,0,0,0,0,0,0,
1007,Berkshire Regional Transit Authority,DR,PT,0,0,0,"28,522",0,0,0,0,0,0,0,0,0,0,
1007,Berkshire Regional Transit Authority,MB,PT,0,0,"124,291","6,412",0,0,0,0,0,0,0,0,0,0,
1008,Pioneer Valley Transit Authority,DR,PT,0,0,0,"332,099",0,0,0,0,0,0,0,0,0,0,
1008,Pioneer Valley Transit Authority,MB,PT,0,0,"1,028,990","20,379",0,0,0,0,0,0,0,0,0,0,
1013,Merrimack Valley Regional Transit Authority,CB,PT,0,0,"27,477",0,0,0,0,0,0,0,0,0,0,0,
1013,Merrimack Valley Regional Transit Authority,DR,PT,0,0,0,"64,405",0,0,0,0,0,0,0,0,0,0,
1013,Merrimack Valley Regional Transit Authority,MB,PT,0,0,"319,595",0,0,0,0,0,0,0,0,0,0,0,
1014,Worcester Regional Transit Authority,DR,DO,0,0,0,"34,554",0,0,0,0,0,0,0,0,0,0,
1014,Worcester Regional Transit Authority,DR,PT,0,0,0,"52,819",0,0,0,0,0,0,0,0,0,0,
1014,Worcester Regional Transit Authority,MB,DO,0,0,"401,469",0,0,0,0,0,0,0,0,0,0,0,
1016,Greater Portland Transit District,MB,DO,0,0,"108,106",0,0,0,0,0,"117,747",0,0,0,0,0,
1017,Greater Hartford Transit District,DR,PT,0,0,"276,392","97,675",0,0,0,0,0,0,0,0,0,0,
1040,Southeast Area Transit,DR,PT,0,0,"6,734",0,0,0,0,0,0,0,0,0,0,0,
1040,Southeast Area Transit,MB,DO,0,0,"262,004",0,0,0,0,0,0,0,0,0,0,0,
1042,Valley Transit District,DR,DO,0,0,"27,987","12,930",0,0,0,0,0,0,0,0,0,0,
1045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,CB,PT,0,0,"128,080",0,0,0,0,0,0,0,0,0,0,0,
1045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,MB,PT,0,0,"42,172",0,0,0,0,0,0,0,0,0,0,0,
1048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,"8,545","1,995,727",Kilograms of hydrogen
1049,The Greater New Haven Transit District,DR,DO,0,0,0,"288,216",0,0,0,0,0,0,0,0,195,0,Hydrogen
1049,The Greater New Haven Transit District,MB,DO,0,0,0,"6,400",0,0,0,0,0,0,0,0,38,0,Hydrogen
1050,Greater Bridgeport Transit Authority,DR,PT,0,0,"69,573",0,0,0,0,0,0,0,0,0,0,0,
1050,Greater Bridgeport Transit Authority,MB,DO,0,0,"653,373",0,0,0,0,0,0,0,0,0,0,0,
1051,Housatonic Area Regional Transit ,DR,DO,0,0,"51,958",0,0,0,0,0,0,0,0,0,0,0,
1051,Housatonic Area Regional Transit ,MB,DO,0,0,"231,741","2,835",0,0,0,0,0,0,0,0,0,0,
1053,Cape Ann Transportation Authority,DR,PT,0,0,"14,560","13,867",0,0,0,0,0,0,0,0,0,0,
1053,Cape Ann Transportation Authority,MB,PT,0,0,"46,712",0,0,0,0,0,0,0,0,0,0,0,
1055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,159,381",
1056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,"487,427",
1057,Norwalk Transit District,DR,DO,0,0,"48,730",0,0,0,0,0,0,0,0,0,0,0,
1057,Norwalk Transit District,DR,PT,0,0,"1,963","39,053",0,0,0,0,0,0,0,0,0,0,
1057,Norwalk Transit District,MB,DO,0,0,"290,513",0,0,0,0,0,0,0,0,0,0,0,
1057,Norwalk Transit District,MB,PT,0,0,"9,623",895,0,0,0,0,0,0,0,0,0,0,
1061,Montachusett Regional Transit Authority,DR,PT,0,0,"30,325","261,912",0,0,0,0,0,0,0,0,0,0,
1061,Montachusett Regional Transit Authority,MB,PT,0,0,"122,884",0,0,0,0,0,0,0,0,0,0,0,
1064,Greater Attleboro-Taunton Regional Transit Authority,CB,PT,0,0,"60,737",0,0,0,0,0,0,0,0,0,0,0,
1064,Greater Attleboro-Taunton Regional Transit Authority,DR,PT,0,0,"4,845","160,964",0,0,0,0,0,0,0,0,0,0,
1064,Greater Attleboro-Taunton Regional Transit Authority,MB,PT,0,0,"230,763","8,918",0,0,0,0,0,0,0,0,0,0,
1066,Chittenden County Transportation Authority,DR,PT,0,0,0,"52,071",0,0,0,0,0,0,0,0,0,0,
1066,Chittenden County Transportation Authority,MB,DO,0,0,"383,109",0,0,0,0,0,0,0,0,0,0,0,
1069,"Regional Transportation Program, Inc.",DR,DO,0,0,"23,292","78,400",0,0,0,0,0,0,0,0,0,0,
1086,Cooperative Alliance for Seacoast Transportation,DR,DO,0,0,0,"24,071",0,0,0,0,0,0,0,0,0,"6,236",
1086,Cooperative Alliance for Seacoast Transportation,MB,DO,0,0,0,"1,320",0,0,0,0,0,0,0,0,0,"121,269",
1087,Nashua Transit System,DR,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,109",
1087,Nashua Transit System,MB,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,"75,977",
1088,Casco Bay Island Transit District,FB,DO,0,0,"231,767",0,0,0,0,0,0,0,0,0,0,0,
1102,Connecticut Department of Transportation,CB,PT,0,0,"89,553",0,0,0,0,0,0,0,0,0,0,0,
1102,Connecticut Department of Transportation,CR,PT,0,0,"2,105,513",0,0,0,0,0,0,0,0,0,0,0,
1105,Cape Cod Regional Transit Authority,CB,PT,0,0,"14,384",0,0,0,0,0,0,0,0,0,0,0,
1105,Cape Cod Regional Transit Authority,DR,PT,0,0,0,"200,050",0,0,0,0,0,0,0,0,0,0,
1105,Cape Cod Regional Transit Authority,MB,PT,0,0,0,"31,000",0,0,0,0,0,0,0,0,0,"136,549",
1107,Milford Transit District,DR,DO,0,0,0,"47,122",0,0,0,0,0,0,0,0,0,0,
1107,Milford Transit District,MB,DO,0,0,"78,075",0,0,0,0,0,0,0,0,0,0,0,
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,0,0,0,"352,661",0,0,0,0,0,0,0,0,0,0,
1115,Northern New England Passenger Rail Authority,CR,PT,0,0,"766,540",0,0,0,0,0,0,0,0,0,0,0,
1117,Plymouth & Brockton Street Railway Company,CB,DO,0,0,"207,423",0,0,0,0,0,0,0,0,0,0,0,
1118,MetroWest Regional Transit Authority,DR,PT,0,0,0,"65,858",0,0,0,0,0,0,0,0,0,0,
1118,MetroWest Regional Transit Authority,MB,PT,0,0,"20,715","89,321",0,0,0,0,0,0,0,0,0,0,
1119,University Of New Hampshire - University Transportation Services,MB,DO,0,0,237,0,0,0,0,0,"34,790",0,0,0,0,"68,522",
1126,Worcester Regional Transit Authority COA,DR,PT,0,0,0,"29,331",0,0,0,0,0,0,0,0,0,0,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,0,0,"72,665","23,802",0,0,0,0,0,0,0,0,0,0,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,0,0,"259,433","4,328",0,0,0,0,0,0,0,0,0,0,
1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,0,0,"163,523",0,0,0,0,0,0,0,0,0,0,0,
2002,Capital District Transportation Authority,CB,PT,0,0,"95,524",0,0,0,0,0,0,0,0,0,0,0,
2002,Capital District Transportation Authority,DR,DO,0,0,"210,437","74,715",0,0,0,0,0,0,"18,144",0,0,"17,205",
2002,Capital District Transportation Authority,MB,DO,0,0,"1,408,310","2,491",0,0,0,0,0,0,"121,428",0,0,"115,142",
2002,Capital District Transportation Authority,VP,PT,0,0,0,"9,399",0,0,0,0,0,0,0,0,0,0,
2003,Broome County Department of Public Transportation,DR,DO,0,0,"33,849",0,0,0,0,0,0,0,0,0,0,0,
2003,Broome County Department of Public Transportation,DR,PT,0,0,"14,747","33,843",0,0,0,0,0,0,0,0,0,0,
2003,Broome County Department of Public Transportation,MB,DO,0,0,"300,564",0,0,0,0,0,0,0,0,0,0,0,
2004,Niagara Frontier Transportation Authority,DR,DO,0,0,"225,516",0,0,0,0,0,0,0,0,0,0,0,
2004,Niagara Frontier Transportation Authority,LR,DO,"9,893,245",0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,Niagara Frontier Transportation Authority,MB,DO,0,0,"2,254,262",0,0,0,0,0,0,0,0,0,0,0,
2006,City of Long Beach,DR,DO,0,0,0,"12,051",0,0,0,0,0,0,0,0,0,0,
2006,City of Long Beach,MB,DO,0,0,"50,247",0,0,0,0,0,0,0,0,0,0,0,
2008,MTA New York City Transit,DR,PT,0,0,"4,654,362","1,649,446",0,0,0,0,0,0,0,0,0,0,
2008,MTA New York City Transit,HR,DO,"1,701,667,000",0,0,0,0,0,0,0,0,0,0,0,0,0,
2008,MTA New York City Transit,MB,DO,0,0,"35,368,160",0,0,0,0,0,"5,938,437",0,0,0,0,0,
2009,City of Poughkeepsie,MB,DO,0,0,"43,410",0,0,0,0,0,0,0,0,0,0,0,
2010,Dutchess County Division of Mass Transportation,DR,DO,0,0,"41,309",0,0,0,0,0,0,0,"5,880",0,0,0,
2010,Dutchess County Division of Mass Transportation,MB,DO,0,0,"106,223",0,0,0,0,0,0,0,"15,120",0,0,0,
2018,"CNY Centro, Inc. ",DR,DO,0,0,"89,025",0,0,0,0,0,0,0,0,0,0,0,
2018,"CNY Centro, Inc. ",DR,PT,0,0,0,"28,195",0,0,0,0,0,0,0,0,0,0,
2018,"CNY Centro, Inc. ",MB,DO,0,0,"251,574",0,0,0,0,0,"882,138",0,0,0,0,0,
2071,Huntington Area Rapid Transit,DR,DO,0,0,"24,818","8,261",0,0,0,0,0,0,0,0,0,0,
2071,Huntington Area Rapid Transit,MB,DO,0,0,"69,655",0,0,0,0,0,0,0,0,0,0,0,
2072,Suffolk County Department of Public Works - Transportation Division,DR,PT,0,0,"723,299","45,492",0,0,0,0,0,0,0,0,0,0,
2072,Suffolk County Department of Public Works - Transportation Division,MB,PT,0,0,"1,959,502",0,0,0,0,0,0,0,0,0,0,0,
2075,Port Authority Transit Corporation,HR,DO,"42,588,181",0,0,0,0,0,0,0,0,0,0,0,0,0,
2076,Westchester County Bee-Line System,DR,PT,0,0,"151,608","109,945",0,0,0,0,0,0,0,0,0,0,
2076,Westchester County Bee-Line System,MB,PT,0,0,"3,178,411",0,0,0,0,0,0,0,0,0,0,0,
2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",CR,DO,"485,037,964",0,"6,784,943",0,0,0,0,0,0,0,0,0,0,0,
2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",FB,PT,0,0,"319,518",0,0,0,0,0,0,0,0,0,0,0,
2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",MB,PT,0,0,"34,341",0,0,0,0,0,0,0,0,0,0,0,
2080,New Jersey Transit Corporation,CR,DO,"424,276,034",0,"13,847,051",0,0,0,0,0,0,0,0,0,0,0,
2080,New Jersey Transit Corporation,DR,PT,0,0,"1,027,412","244,488",0,0,0,0,0,0,0,0,0,0,
2080,New Jersey Transit Corporation,LR,DO,"6,285,869",0,0,0,0,0,0,0,0,0,0,0,0,0,
2080,New Jersey Transit Corporation,LR,PT,"23,842,882",0,0,0,0,0,0,0,0,0,0,0,0,0,
2080,New Jersey Transit Corporation,MB,DO,0,0,"21,460,117",0,0,0,0,0,"684,657",0,0,0,0,0,
2080,New Jersey Transit Corporation,MB,PT,0,0,"1,882,516",0,0,0,0,0,0,0,0,0,0,0,
2080,New Jersey Transit Corporation,VP,PT,0,0,0,"293,648",0,0,0,0,0,0,0,0,0,0,
2080,New Jersey Transit Corporation,YR,PT,0,0,"618,147",0,0,0,0,0,0,0,0,0,0,0,
2082,New York City Department of Transportation,FB,DO,0,0,"4,249,510",0,0,0,0,0,0,0,0,0,0,0,
2082,New York City Department of Transportation,MB,PT,0,0,"287,685",0,0,0,0,0,0,0,0,0,0,0,
2084,Transport of Rockland,MB,PT,0,0,"609,069",0,0,0,0,0,0,0,0,0,0,0,
2096,Putnam County Transit,DR,PT,0,0,"5,507","26,383",0,0,0,0,0,0,0,0,0,0,
2096,Putnam County Transit,MB,PT,0,0,"31,163","2,905",0,0,0,0,0,0,0,0,0,0,
2098,Port Authority Trans-Hudson Corporation,FB,PT,0,0,"558,478",0,0,0,0,0,0,0,0,0,0,0,
2098,Port Authority Trans-Hudson Corporation,HR,DO,"96,906,124",0,0,0,0,0,0,0,0,0,0,0,0,0,
2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,"27,711,159",0,0,0,0,0,0,0,0,0,0,0,0,0,
2100,MTA Long Island Rail Road,CR,DO,"502,519,200",0,"7,108,786",0,0,0,0,0,0,0,0,0,0,0,
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",DR,DO,0,0,"153,245",0,0,0,0,0,0,0,0,0,0,0,
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",MB,DO,0,0,"1,637,242",0,0,0,0,0,0,0,0,0,0,0,
2116,"Centro of Cayuga, Inc.",MB,DO,0,0,"128,321",0,0,0,0,0,0,0,0,0,0,0,
2122,"Academy Lines, Inc.",MB,DO,0,0,"1,825,368",0,0,0,0,0,0,0,0,0,0,0,
2126,"Hudson Transit Lines, Inc.",MB,DO,0,0,"2,171,936",0,0,0,0,0,0,0,0,0,0,0,
2128,Suburban Transit Corporation,MB,DO,0,0,"1,647,175",0,0,0,0,0,0,0,0,0,0,0,
2132,New Jersey Transit Corporation-45,MB,DO,0,0,"402,820",0,0,0,0,0,0,0,0,0,0,0,
2135,Monsey New Square Trails Corporation,MB,DO,0,0,"365,248",0,0,0,0,0,0,0,0,0,0,0,
2137,Monroe Bus Corporation,CB,DO,0,0,"157,131",0,0,0,0,0,0,0,0,0,0,0,
2145,Tompkins Consolidated Area Transit,DR,PT,0,0,0,"72,303",0,0,0,0,0,0,0,0,0,0,
2145,Tompkins Consolidated Area Transit,MB,DO,0,0,"411,771","17,836",0,0,0,0,0,0,0,0,0,0,
2145,Tompkins Consolidated Area Transit,VP,PT,0,0,0,"1,962",0,0,0,0,0,0,0,0,0,0,
2149,"Rockland Coaches, Inc.",MB,DO,0,0,"1,056,944",0,0,0,0,0,0,0,0,0,0,0,
2160,"Community Transit, Inc. ",MB,DO,0,0,"270,233",0,0,0,0,0,0,0,0,0,0,0,
2161,DeCamp Bus Lines,MB,DO,0,0,"639,034",0,0,0,0,0,0,0,0,0,0,0,
2163,"Lakeland Bus Lines, Inc.",MB,DO,0,0,"703,394",0,0,0,0,0,0,0,0,0,0,0,
2165,"Olympia Trails Bus Company, Inc.",MB,DO,0,0,"188,732",0,0,0,0,0,0,0,0,0,0,0,
2166,"Orange-Newark-Elizabeth, Inc.",MB,DO,0,0,"665,447",0,0,0,0,0,0,0,0,0,0,0,
2169,"Trans-Bridge Lines, Inc. ",MB,DO,0,0,"773,886",0,0,0,0,0,0,0,0,0,0,0,
2172,"Centro of Oswego, Inc.",MB,DO,0,0,"119,788",0,0,0,0,0,0,0,0,0,0,0,
